2024/06/05 20:48:12 start: {[115 101 115 117] 656 0 5752.02 6252.022 true 1 0 10 6 9.165681e-05 0 3673.4736 -31.739439 -3048.5725 4.143347e-05 2.0863033e-06 8.173056e-05 0.004529851 0.00021498426 0.009256882 0.43815175 0.02006961 0.89867693 -0.89877903 -0.0066871876 0.43835092 -0.014807153 0.99977624 -0.015108144 -0.049442004 -0.04831511 -0.048785903 -0.048011724 -0.03334916 -0.032361172 -0.031942014 -0.031133967 0 0 0 0 -47.43405 -47.43405 -47.43405 -47.43405 8000.028 1950.007 1924.728 0 1 1 0 1 152.89761 0.016666668 8408 0 0 0 0 0 0 3377.901611328125 -0.0005705443 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:48:18 update: {[115 101 115 117] 1000 0.82328475 5752.02 6252.022 true 1 0 10 6 8.7280874e-05 0 3673.4736 -31.739447 -3048.5725 -3.0034258e-05 -1.0012411e-05 -8.133662e-05 -0.004413802 -4.18025e-05 -0.009791784 0.43815234 0.020069698 0.8986767 -0.89877874 -0.006687862 0.4383515 -0.014807807 0.99977624 -0.015107917 -0.049439486 -0.04831067 -0.04877984 -0.04800894 -0.03326124 -0.032284215 -0.032019503 -0.031143475 0 0 0.009960991 0.0105563365 -14.794647 -14.794647 -14.794647 -14.794647 8000.028 1950.007 6634.534 0.43391705 0 1 0.002151752 1 158.64755 0.016666668 8753 0 0 0 0 0 0 3377.901611328125 -0.00057056197 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:48:26 update: {[115 101 115 117] 1500 1 5752.02 6252.022 true 1 0 10 6 0.078686334 0.07106786 3673.4702 -31.739464 -3048.571 -0.07059496 8.103097e-05 0.034754638 -0.0035874543 0.024215236 -0.00630632 0.4381659 0.02008576 0.8986697 -0.8987882 -0.005559094 0.43834788 -0.013800339 0.99978286 -0.015617037 -0.048532985 -0.04738809 -0.04952627 -0.048735205 -0.00977606 -0.0086921565 -0.049961727 -0.049525518 0.074366346 0.0687964 0.06854417 0.06734487 6.7001038 6.7001038 6.7001038 6.7001038 8000.028 1950.007 8016.066 0.99999994 0 0.8938677 -0.024737855 0 166.96004 0.016666668 9252 0 0 0 0 0 0 3377.901611328125 -0.0005690724 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:48:34 update: {[115 101 115 117] 2000 0.8391774 5752.02 6252.022 true 4 0 10 6 31.940758 35.283962 3510.137 -26.305212 -3009.8796 -31.51568 4.007171 -3.3039823 -1.8202971 1.144924 2.482524 -0.030651476 0.018606551 0.99935704 -0.9912212 0.12808536 -0.032786727 0.12861305 0.9915887 -0.014517201 -0.038467515 -0.032030202 -0.06612096 -0.049515177 0.15073444 0.04105022 0.035096858 -0.21920583 35.119682 35.355244 35.23387 35.420746 14.916962 14.916962 14.916962 14.916962 8000.028 1950.007 6685.3906 0.99999994 0 0 -0.05617532 0 175.31355 0.016666668 9753 8.283 0 8.283 0 0 172.96155706405648 3377.901611328125 0.051309545 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:48:43 update: {[115 101 115 117] 2500 0.20157652 5752.02 6252.022 true 5 0 10 6 31.286297 29.59531 3219.5845 -5.8602476 -3029.7542 -30.790098 0.26219332 -5.543779 4.6428676 -0.96145386 -0.52353853 -0.13161206 0.09391301 0.9868429 -0.9910431 0.010257542 -0.13314837 0.02262694 0.9955277 -0.09172182 -0.0423636 -0.062894516 -0.058558486 -0.030045986 -0.091342844 -0.21724704 -0.25195143 -0.19096224 29.955612 29.201971 29.950962 29.298264 18.057648 18.057648 18.057648 18.057648 8000.028 1950.007 4645.061 0 0 0 0.188945 0 183.64761 0.016666668 10253 16.616 0 16.616 0 0 466.242278957367 3377.901611328125 0.13817312 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:48:51 update: {[115 101 115 117] 3000 0.50395525 5752.02 6252.022 true 4 0 10 6 27.023018 29.62048 2978.655 -14.950922 -3099.3474 -23.947222 -0.86458594 12.491061 2.0919797 -0.08283376 7.319984 0.6668983 0.031725485 0.7444729 -0.7437329 -0.033216316 0.667651 -0.045910202 0.99894446 -0.0014433824 -0.06995718 -0.024886506 -0.097943075 -0.03357034 -0.0012738974 0.07656237 -0.40429938 -0.12909748 29.704273 29.35785 30.13421 29.228216 27.20401 27.530304 27.16092 27.48294 8000.028 1950.007 5612.6763 0.99999994 0 0 -0.029468786 0 191.98076 0.016666668 10753 24.95 0 24.95 0 0 726.4259817314139 3377.901611328125 0.21557906 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:48:59 update: {[115 101 115 117] 3500 0.37262294 5752.02 6252.022 true 4 0 10 6 29.177738 27.415323 2749.9006 -6.822785 -3052.874 -26.080166 0.7195255 -13.063218 4.1989512 -1.019733 -2.7177427 -0.56959856 -0.020214427 0.8216743 -0.8218787 0.024375444 -0.5691406 0.008523825 0.99949837 0.03049803 -0.05170435 -0.08327013 -0.04880291 -0.07055925 0.04926978 -0.5716694 0.22152759 -0.07006437 28.044458 26.844044 27.997953 26.805313 26.84317 26.792145 26.769928 26.74466 8000.028 1950.007 5192.411 0.03481802 0 0 0.1284203 0 200.29395 0.016666668 11252 33.283 28.563 33.283 0 0 978.0667674064615 3377.901611328125 0.29034165 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:49:08 update: {[115 101 115 117] 4000 1 5752.02 6252.022 true 4 0 10 6 42.676514 39.951004 2467.5425 -17.39775 -3079.7769 -42.467125 -3.2754629 2.6644592 1.8576049 3.4849262 -0.82925314 0.04949424 -0.009111285 0.99873304 -0.99552315 -0.08107052 0.048595607 -0.08052502 0.99666685 0.013083018 -0.04710467 -0.052790884 -0.033972654 -0.037025183 0.14224532 -0.1945354 0.10959978 0.31808606 39.98968 39.809628 40.015934 39.99581 22.614655 22.595001 22.586456 22.57669 8000.028 1950.007 7566.5464 0 0 0 0.028949935 0 208.6489 0.016666668 11753 41.616 28.563 41.616 0 0 1270.4900840568519 3377.901611328125 0.3773356 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:49:16 update: {[115 101 115 117] 4500 0.6141873 5752.02 6252.022 true 3 0 10 6 26.51516 25.606754 2257.0273 -33.749596 -3066.0176 -23.339 -1.9428549 12.432622 -1.3132094 1.1098337 -6.0286903 0.40237123 0.005033329 0.91546285 -0.9118842 -0.08629894 0.40127283 -0.08102321 0.99625665 0.030134395 -0.050786387 -0.07577936 -0.031250443 -0.059598155 0.11105792 0.11818934 0.2244665 0.05838844 25.948929 25.277193 25.956856 25.115505 58.7023 58.511627 58.658356 58.37979 8000.028 1950.007 5965.42 0.83297205 0 0 0.25536042 0 216.98141 0.016666668 12253 49.95 28.563 49.95 0 0 1497.9919291114766 3377.901611328125 0.44361243 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:49:24 update: {[115 101 115 117] 5000 0.71506566 5752.02 6252.022 true 4 0 10 6 29.4456 33.185772 2028.7446 -35.839264 -3030.8625 -23.303839 -0.16028403 17.998577 1.6447448 -2.4735608 6.1570354 0.8056764 0.01882985 0.5920567 -0.5922835 0.00996838 0.80566806 -0.009268761 0.9997731 -0.019183898 -0.08228142 -0.061691 -0.12287832 -0.080454476 0.36418343 -0.01932029 0.38627827 -0.5294613 33.089935 32.64744 33.49698 33.51442 34.793488 34.720734 34.77713 34.670013 8000.028 1950.007 6288.232 0.99999994 0 0 0.22557116 0 225.31355 0.016666668 12753 58.283 27.709 58.283 0 0 1736.181441402431 3377.901611328125 0.5150658 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:49:33 update: {[115 101 115 117] 5500 0.34094068 5752.02 6252.022 true 0 0 10 6 39.14003 38.548225 1749.514 -48.520683 -2921.2463 -38.496582 -0.59079176 7.0431566 0.5094909 -5.912779 -0.09332656 0.1725245 -0.020066846 0.9848009 -0.98483616 -0.022042282 0.17208153 -0.018254124 0.99955565 0.02356539 -0.05360277 -0.05697387 -0.0761406 -0.06750963 -0.39002648 -0.17034931 -0.56995666 -0.6511005 38.666298 38.426804 38.71293 38.387405 25.652008 25.62442 25.646027 25.604645 8000.028 1950.007 5091.028 0 0 1 0.02598925 0 233.64711 0.016666668 13253 66.616 27.709 66.616 0 0 2041.9176855277988 3377.901611328125 0.6056918 0 0 0 0 false 0 18 13 12 18 243 false}
2024/06/05 20:49:41 update: {[115 101 115 117] 6000 0.24909663 5752.02 6252.022 true 1 0 10 6 11.967491 12.861311 1516.979 -62.23352 -2861.5298 -10.871892 0.3491032 -4.9900846 5.800953 0.23994502 -4.5848174 -0.9265738 -0.04563842 0.3733335 -0.3752944 0.046745427 -0.9257261 -0.024797045 0.9978636 0.060440935 -0.025335323 -0.094982475 -0.070268005 -0.11401334 -0.093344785 0.07251185 0.3417851 -0.38919783 11.053789 14.197024 11.036176 15.206784 161.26602 160.17282 160.5589 155.66266 8000.028 1950.007 4797.126 0.34180373 0 0 0.035542652 0 241.98131 0.016666668 13753 74.95 27.709 74.95 0 0 2287.8816646957407 3377.901611328125 0.6787557 0 0 0 0 false 0 18 13 12 18 243 false}
